Floor Level,Layer,Materials,Mass,Volume,Green Book EC,EPiC EC,ICE EC
LEVEL 04,Wall,Concrete,161547.98112289625,70.85127201565557,45557.36790606653,42510.76320939334,29296.59712622309
LEVEL 04,Wall,Reinforcement Bar,12236.014677103754,1.5587279843444293,35484.44256360089,35484.44256360089,24349.669207436473
LEVEL 05,Beam,Concrete,9452.44520943669,4.315840154068368,2775.0852190659607,2589.504092441021,1784.5753034183922
LEVEL 05,Beam,Reinforcement Bar,1304.3547905633095,0.1661598459316318,3782.6288926335974,3782.6288926335974,2595.666033220986
LEVEL 05,Beam,TIMBER - STRUCTURAL,281089.6542,415.1994,298113.1692,713312.5692,143355.723642
LEVEL 05,Unknown,TIMBER - STRUCTURAL,69109.2432,102.0816,73294.5888,175376.1888,35245.714031999996
LEVEL 05,Column,Concrete,21610.77886647455,9.928914505283382,6384.292026897215,5957.348703170029,4105.5495531219985
LEVEL 05,Column,Reinforcement Bar,3195.621133525452,0.40708549471661826,9267.30128722381,9267.30128722381,6359.286055715649
LEVEL 05,Slab,Concrete,81687.17614876606,35.07166831194472,22551.082724580454,21043.000987166834,14501.934938479764
LEVEL 05,Slab,Reinforcement Bar,3579.0637512339454,0.45593168805527995,10379.28487857844,10379.28487857844,7122.336864955551
LEVEL 05,Slab,TIMBER - STRUCTURAL,151216.0739,223.362,160373.916,383735.91599999997,77120.197689
LEVEL 05,Stairs,Concrete,7216.942637964775,11.190998043052838,7195.811741682975,6714.598825831703,4627.413902113503
LEVEL 05,Stairs,Reinforcement Bar,1932.6853620352258,0.24620195694716251,5604.787549902155,5604.787549902155,3846.0438704500993
LEVEL 05,Stairs,Concrete,8505.433342465754,3.73013698630137,2398.4780821917807,2238.082191780822,1542.3903820547946
LEVEL 05,Stairs,Reinforcement Bar,644.1946575342463,0.08206301369863,1868.1645068493142,1868.1645068493142,1281.9473684931502
LEVEL 05,Wall,Concrete,161547.98112289625,70.85127201565557,45557.36790606653,42510.76320939334,29296.59712622309
LEVEL 05,Wall,Reinforcement Bar,12236.014677103754,1.5587279843444293,35484.44256360089,35484.44256360089,24349.669207436473
LEVEL 06,Beam,Concrete,9452.44520943669,4.315840154068368,2775.0852190659607,2589.504092441021,1784.5753034183922
LEVEL 06,Beam,Reinforcement Bar,1304.3547905633095,0.1661598459316318,3782.6288926335974,3782.6288926335974,2595.666033220986
LEVEL 06,Beam,TIMBER - STRUCTURAL,277636.577,410.0982,294450.5076,704548.7076000001,141594.65427
LEVEL 06,Unknown,TIMBER - STRUCTURAL,65867.7672,97.2936,69856.8048,167150.4048,33592.561272
LEVEL 06,Column,Concrete,21610.77886647455,9.928914505283382,6384.292026897215,5957.348703170029,4105.5495531219985
LEVEL 06,Column,Reinforcement Bar,3195.621133525452,0.40708549471661826,9267.30128722381,9267.30128722381,6359.286055715649
LEVEL 06,Slab,Concrete,81687.17614876606,35.07166831194472,22551.082724580454,21043.000987166834,14501.934938479764
LEVEL 06,Slab,Reinforcement Bar,3579.0637512339454,0.45593168805527995,10379.28487857844,10379.28487857844,7122.336864955551
LEVEL 06,Slab,TIMBER - STRUCTURAL,160100.6326,236.4853,169796.4454,406281.7454,81651.32262600001
LEVEL 06,Stairs,Concrete,7216.942637964775,11.190998043052838,7195.811741682975,6714.598825831703,4627.413902113503
LEVEL 06,Stairs,Reinforcement Bar,1932.6853620352258,0.24620195694716251,5604.787549902155,5604.787549902155,3846.0438704500993
LEVEL 06,Stairs,Concrete,8505.433342465754,3.73013698630137,2398.4780821917807,2238.082191780822,1542.3903820547946
LEVEL 06,Stairs,Reinforcement Bar,644.1946575342463,0.08206301369863,1868.1645068493142,1868.1645068493142,1281.9473684931502
LEVEL 06,Wall,Concrete,161547.98112289625,70.85127201565557,45557.36790606653,42510.76320939334,29296.59712622309
LEVEL 06,Wall,Reinforcement Bar,12236.014677103754,1.5587279843444293,35484.44256360089,35484.44256360089,24349.669207436473
LEVEL 07,Beam,Concrete,9452.44520943669,4.315840154068368,2775.0852190659607,2589.504092441021,1784.5753034183922
LEVEL 07,Beam,Reinforcement Bar,1304.3547905633095,0.1661598459316318,3782.6288926335974,3782.6288926335974,2595.666033220986
LEVEL 07,Beam,TIMBER - STRUCTURAL,266180.0472,393.176,282300.368,675476.368,135751.824072
LEVEL 07,Unknown,TIMBER - STRUCTURAL,60852.0096,89.8848,64537.2864,154422.0864,31034.524896
LEVEL 07,Column,Concrete,21610.77886647455,9.928914505283382,6384.292026897215,5957.348703170029,4105.5495531219985
LEVEL 07,Column,Reinforcement Bar,3195.621133525452,0.40708549471661826,9267.30128722381,9267.30128722381,6359.286055715649
LEVEL 07,Slab,Concrete,81687.17614876606,35.07166831194472,22551.082724580454,21043.000987166834,14501.934938479764
LEVEL 07,Slab,Reinforcement Bar,3579.0637512339454,0.45593168805527995,10379.28487857844,10379.28487857844,7122.336864955551
LEVEL 07,Slab,TIMBER - STRUCTURAL,135811.0203,200.6072,144035.9696,344643.1696,69263.620353
LEVEL 07,Stairs,Concrete,7216.942637964775,11.190998043052838,7195.811741682975,6714.598825831703,4627.413902113503
LEVEL 07,Stairs,Reinforcement Bar,1932.6853620352258,0.24620195694716251,5604.787549902155,5604.787549902155,3846.0438704500993
LEVEL 07,Stairs,Concrete,8505.433342465754,3.73013698630137,2398.4780821917807,2238.082191780822,1542.3903820547946
LEVEL 07,Stairs,Reinforcement Bar,644.1946575342463,0.08206301369863,1868.1645068493142,1868.1645068493142,1281.9473684931502
LEVEL 07,Wall,Concrete,161547.98112289625,70.85127201565557,45557.36790606653,42510.76320939334,29296.59712622309
LEVEL 07,Wall,Reinforcement Bar,12236.014677103754,1.5587279843444293,35484.44256360089,35484.44256360089,24349.669207436473
LEVEL 08,Beam,Concrete,9452.44520943669,4.315840154068368,2775.0852190659607,2589.504092441021,1784.5753034183922
LEVEL 08,Beam,Reinforcement Bar,1304.3547905633095,0.1661598459316318,3782.6288926335974,3782.6288926335974,2595.666033220986
LEVEL 08,Beam,TIMBER - STRUCTURAL,236293.3926,349.029,250602.822,599631.822,120509.630226
LEVEL 08,Unknown,TIMBER - STRUCTURAL,58999.7376,87.1488,62572.83839999999,149721.6384,30089.866176
LEVEL 08,Column,Concrete,21610.77886647455,9.928914505283382,6384.292026897215,5957.348703170029,4105.5495531219985
LEVEL 08,Column,Reinforcement Bar,3195.621133525452,0.40708549471661826,9267.30128722381,9267.30128722381,6359.286055715649
LEVEL 08,Slab,Concrete,81687.17614876606,35.07166831194472,22551.082724580454,21043.000987166834,14501.934938479764
LEVEL 08,Slab,Reinforcement Bar,3579.0637512339454,0.45593168805527995,10379.28487857844,10379.28487857844,7122.336864955551
LEVEL 08,Slab,TIMBER - STRUCTURAL,130107.9722,192.1832,137987.5376,330170.7376,66355.065822
LEVEL 08,Stairs,Concrete,7216.942637964775,11.190998043052838,7195.811741682975,6714.598825831703,4627.413902113503
LEVEL 08,Stairs,Reinforcement Bar,1932.6853620352258,0.24620195694716251,5604.787549902155,5604.787549902155,3846.0438704500993
LEVEL 08,Stairs,Concrete,8505.433342465754,3.73013698630137,2398.4780821917807,2238.082191780822,1542.3903820547946
LEVEL 08,Stairs,Reinforcement Bar,644.1946575342463,0.08206301369863,1868.1645068493142,1868.1645068493142,1281.9473684931502
LEVEL 08,Wall,Concrete,161547.98112289625,70.85127201565557,45557.36790606653,42510.76320939334,29296.59712622309
LEVEL 08,Wall,Reinforcement Bar,12236.014677103754,1.5587279843444293,35484.44256360089,35484.44256360089,24349.669207436473
LEVEL 09,Beam,Concrete,9452.44520943669,4.315840154068368,2775.0852190659607,2589.504092441021,1784.5753034183922
LEVEL 09,Beam,Reinforcement Bar,1304.3547905633095,0.1661598459316318,3782.6288926335974,3782.6288926335974,2595.666033220986
LEVEL 09,Beam,TIMBER - STRUCTURAL,243164.9666,359.1806,257891.67080000002,617072.2708,124014.132966
LEVEL 09,Unknown,TIMBER - STRUCTURAL,58921.7472,87.0336,62490.124800000005,149523.72480000003,30050.091072
LEVEL 09,Column,Concrete,21610.77886647455,9.928914505283382,6384.292026897215,5957.348703170029,4105.5495531219985
LEVEL 09,Column,Reinforcement Bar,3195.621133525452,0.40708549471661826,9267.30128722381,9267.30128722381,6359.286055715649
LEVEL 09,Slab,Concrete,81687.17614876606,35.07166831194472,22551.082724580454,21043.000987166834,14501.934938479764
LEVEL 09,Slab,Reinforcement Bar,3579.0637512339454,0.45593168805527995,10379.28487857844,10379.28487857844,7122.336864955551
LEVEL 09,Slab,TIMBER - STRUCTURAL,124914.2991,184.5116,132479.3288,316990.9288,63706.292541
LEVEL 09,Stairs,Concrete,7216.942637964775,11.190998043052838,7195.811741682975,6714.598825831703,4627.413902113503
LEVEL 09,Stairs,Reinforcement Bar,1932.6853620352258,0.24620195694716251,5604.787549902155,5604.787549902155,3846.0438704500993
LEVEL 09,Stairs,Concrete,8505.433342465754,3.73013698630137,2398.4780821917807,2238.082191780822,1542.3903820547946
LEVEL 09,Stairs,Reinforcement Bar,644.1946575342463,0.08206301369863,1868.1645068493142,1868.1645068493142,1281.9473684931502
LEVEL 09,Wall,Concrete,161547.98112289625,70.85127201565557,45557.36790606653,42510.76320939334,29296.59712622309
LEVEL 09,Wall,Reinforcement Bar,12236.014677103754,1.5587279843444293,35484.44256360089,35484.44256360089,24349.669207436473
LEVEL 10,Beam,Concrete,9452.44520943669,4.315840154068368,2775.0852190659607,2589.504092441021,1784.5753034183922
LEVEL 10,Beam,Reinforcement Bar,1304.3547905633095,0.1661598459316318,3782.6288926335974,3782.6288926335974,2595.666033220986
LEVEL 10,Beam,TIMBER - STRUCTURAL,234946.1894,347.04,249174.72,596214.7200000001,119822.55659400001
LEVEL 10,Unknown,TIMBER - STRUCTURAL,53520.912,79.056,56762.208,135818.20799999998,27295.665119999998
LEVEL 10,Column,Concrete,21610.77886647455,9.928914505283382,6384.292026897215,5957.348703170029,4105.5495531219985
LEVEL 10,Column,Reinforcement Bar,3195.621133525452,0.40708549471661826,9267.30128722381,9267.30128722381,6359.286055715649
LEVEL 10,Slab,Concrete,81687.17614876606,35.07166831194472,22551.082724580454,21043.000987166834,14501.934938479764
LEVEL 10,Slab,Reinforcement Bar,3579.0637512339454,0.45593168805527995,10379.28487857844,10379.28487857844,7122.336864955551
LEVEL 10,Slab,TIMBER - STRUCTURAL,118817.5078,175.506,126013.308,301519.308,60596.928978
LEVEL 10,Stairs,Concrete,7216.942637964775,11.190998043052838,7195.811741682975,6714.598825831703,4627.413902113503
LEVEL 10,Stairs,Reinforcement Bar,1932.6853620352258,0.24620195694716251,5604.787549902155,5604.787549902155,3846.0438704500993
LEVEL 10,Stairs,Concrete,8505.433342465754,3.73013698630137,2398.4780821917807,2238.082191780822,1542.3903820547946
LEVEL 10,Stairs,Reinforcement Bar,644.1946575342463,0.08206301369863,1868.1645068493142,1868.1645068493142,1281.9473684931502
LEVEL 10,Wall,Concrete,161547.98112289625,70.85127201565557,45557.36790606653,42510.76320939334,29296.59712622309
LEVEL 10,Wall,Reinforcement Bar,12236.014677103754,1.5587279843444293,35484.44256360089,35484.44256360089,24349.669207436473
LEVEL 11 ROOF LMR,Beam,Concrete,32410.060641405875,14.798074145402023,9515.1616754935,8878.844487241213,6118.919310101108
LEVEL 11 ROOF LMR,Beam,Reinforcement Bar,4472.347958594128,0.5697258545979782,12969.80907992297,12969.80907992297,8899.972437602313
LEVEL 11 ROOF LMR,Beam,TIMBER - STRUCTURAL,346881.4822,512.381,367889.55799999996,880270.558,176909.55592200003
LEVEL 11 ROOF LMR,Unknown,TIMBER - STRUCTURAL,57664.152,85.176,61156.368,146332.36800000002,29408.717520000002
LEVEL 11 ROOF LMR,Column,Concrete,31278.75888568684,14.37079731027858,9240.422670509126,8622.478386167148,5942.242774255524
LEVEL 11 ROOF LMR,Column,Reinforcement Bar,4625.241114313161,0.5892026897214215,13413.199231508168,13413.199231508168,9204.22981748319
LEVEL 11 ROOF LMR,Slab,Concrete,81687.17614876606,35.07166831194472,22551.082724580454,21043.000987166834,14501.934938479764
LEVEL 11 ROOF LMR,Slab,Reinforcement Bar,3579.0637512339454,0.45593168805527995,10379.28487857844,10379.28487857844,7122.336864955551
LEVEL 11 ROOF LMR,Slab,TIMBER - STRUCTURAL,104934.3731,154.9991,111289.3538,266288.4538,53516.530281
LEVEL 11 ROOF LMR,Wall,Concrete,227209.06447710376,99.64872798434442,64074.13209393346,59789.23679060665,41204.18102377691
LEVEL 11 ROOF LMR,Wall,Reinforcement Bar,17209.33532289625,2.1922720156555755,49907.072436399125,49907.072436399125,34246.57729256354
LEVEL 12,Beam,TIMBER - STRUCTURAL,53970.8302,79.7208,57239.5344,136960.3344,27525.123401999997
LMR ROOF,Beam,TIMBER - STRUCTURAL,2622.979,3.8744,2781.8192,6656.2192000000005,1337.71929
LMR ROOF,Slab,Concrete,476034.71219309,204.38134254689044,131417.20325765054,122628.80552813427,84510.52016948668
LMR ROOF,Slab,Reinforcement Bar,20857.116006909986,2.6569574531095554,60485.63642003896,60485.63642003896,41505.66085375087
