Floor Level,Layer,Materials,Mass,Volume,Green Book EC,EPiC EC,ICE EC
LEVEL 06,2 SLABS TIMBER,TIMBER - STRUCTURAL,160100.6326,236.4853,169796.4454,406281.7454,81651.32262600001
LEVEL 06,2 STAIRS/RAMPS,Concrete,7216.942637964775,11.190998043052838,7195.811741682975,6714.598825831703,4627.413902113503
LEVEL 06,2 STAIRS/RAMPS,Reinforcement Bar,1932.6853620352258,0.24620195694716251,5604.787549902155,5604.787549902155,3846.0438704500993
LEVEL 06,2 STAIRS/RAMPS,Concrete,8505.433342465754,3.73013698630137,2398.4780821917807,2238.082191780822,1542.3903820547946
LEVEL 06,2 STAIRS/RAMPS,Reinforcement Bar,644.1946575342463,0.08206301369863,1868.1645068493142,1868.1645068493142,1281.9473684931502
LEVEL 06,2 WALLS - CONC,Concrete,161547.98112289625,70.85127201565557,45557.36790606653,42510.76320939334,29296.59712622309
LEVEL 06,2 WALLS - CONC,Reinforcement Bar,12236.014677103754,1.5587279843444293,35484.44256360089,35484.44256360089,24349.669207436473
LEVEL 07,2 BEAMS - CONC,Concrete,9452.44520943669,4.315840154068368,2775.0852190659607,2589.504092441021,1784.5753034183922
LEVEL 07,2 BEAMS - CONC,Reinforcement Bar,1304.3547905633095,0.1661598459316318,3782.6288926335974,3782.6288926335974,2595.666033220986
LEVEL 07,2 BEAMS-TIMBER,TIMBER - STRUCTURAL,266180.0472,393.176,282300.368,675476.368,135751.824072
LEVEL 07,2 COLOUMNS-TIMBER,TIMBER - STRUCTURAL,60852.0096,89.8848,64537.2864,154422.0864,31034.524896
LEVEL 07,2 COLUMNS - CONC,Concrete,21610.77886647455,9.928914505283382,6384.292026897215,5957.348703170029,4105.5495531219985
LEVEL 07,2 COLUMNS - CONC,Reinforcement Bar,3195.621133525452,0.40708549471661826,9267.30128722381,9267.30128722381,6359.286055715649
LEVEL 07,2 SLABS - CONC,Concrete,81687.17614876606,35.07166831194472,22551.082724580454,21043.000987166834,14501.934938479764
LEVEL 07,2 SLABS - CONC,Reinforcement Bar,3579.0637512339454,0.45593168805527995,10379.28487857844,10379.28487857844,7122.336864955551
LEVEL 07,2 SLABS TIMBER,TIMBER - STRUCTURAL,135811.0203,200.6072,144035.9696,344643.1696,69263.620353
LEVEL 07,2 STAIRS/RAMPS,Concrete,7216.942637964775,11.190998043052838,7195.811741682975,6714.598825831703,4627.413902113503
LEVEL 07,2 STAIRS/RAMPS,Reinforcement Bar,1932.6853620352258,0.24620195694716251,5604.787549902155,5604.787549902155,3846.0438704500993
LEVEL 07,2 STAIRS/RAMPS,Concrete,8505.433342465754,3.73013698630137,2398.4780821917807,2238.082191780822,1542.3903820547946
LEVEL 07,2 STAIRS/RAMPS,Reinforcement Bar,644.1946575342463,0.08206301369863,1868.1645068493142,1868.1645068493142,1281.9473684931502
LEVEL 07,2 WALLS - CONC,Concrete,161547.98112289625,70.85127201565557,45557.36790606653,42510.76320939334,29296.59712622309
LEVEL 07,2 WALLS - CONC,Reinforcement Bar,12236.014677103754,1.5587279843444293,35484.44256360089,35484.44256360089,24349.669207436473
LEVEL 08,2 BEAMS - CONC,Concrete,9452.44520943669,4.315840154068368,2775.0852190659607,2589.504092441021,1784.5753034183922
LEVEL 08,2 BEAMS - CONC,Reinforcement Bar,1304.3547905633095,0.1661598459316318,3782.6288926335974,3782.6288926335974,2595.666033220986
LEVEL 08,2 BEAMS-TIMBER,TIMBER - STRUCTURAL,236293.3926,349.029,250602.822,599631.822,120509.630226
LEVEL 08,2 COLOUMNS-TIMBER,TIMBER - STRUCTURAL,58999.7376,87.1488,62572.83839999999,149721.6384,30089.866176
LEVEL 08,2 COLUMNS - CONC,Concrete,21610.77886647455,9.928914505283382,6384.292026897215,5957.348703170029,4105.5495531219985
LEVEL 08,2 COLUMNS - CONC,Reinforcement Bar,3195.621133525452,0.40708549471661826,9267.30128722381,9267.30128722381,6359.286055715649
LEVEL 08,2 SLABS - CONC,Concrete,81687.17614876606,35.07166831194472,22551.082724580454,21043.000987166834,14501.934938479764
LEVEL 08,2 SLABS - CONC,Reinforcement Bar,3579.0637512339454,0.45593168805527995,10379.28487857844,10379.28487857844,7122.336864955551
LEVEL 08,2 SLABS TIMBER,TIMBER - STRUCTURAL,130107.9722,192.1832,137987.5376,330170.7376,66355.065822
LEVEL 08,2 STAIRS/RAMPS,Concrete,7216.942637964775,11.190998043052838,7195.811741682975,6714.598825831703,4627.413902113503
LEVEL 08,2 STAIRS/RAMPS,Reinforcement Bar,1932.6853620352258,0.24620195694716251,5604.787549902155,5604.787549902155,3846.0438704500993
LEVEL 08,2 STAIRS/RAMPS,Concrete,8505.433342465754,3.73013698630137,2398.4780821917807,2238.082191780822,1542.3903820547946
LEVEL 08,2 STAIRS/RAMPS,Reinforcement Bar,644.1946575342463,0.08206301369863,1868.1645068493142,1868.1645068493142,1281.9473684931502
LEVEL 08,2 WALLS - CONC,Concrete,161547.98112289625,70.85127201565557,45557.36790606653,42510.76320939334,29296.59712622309
LEVEL 08,2 WALLS - CONC,Reinforcement Bar,12236.014677103754,1.5587279843444293,35484.44256360089,35484.44256360089,24349.669207436473
LEVEL 09,2 BEAMS - CONC,Concrete,9452.44520943669,4.315840154068368,2775.0852190659607,2589.504092441021,1784.5753034183922
LEVEL 09,2 BEAMS - CONC,Reinforcement Bar,1304.3547905633095,0.1661598459316318,3782.6288926335974,3782.6288926335974,2595.666033220986
LEVEL 09,2 BEAMS-TIMBER,TIMBER - STRUCTURAL,243164.9666,359.1806,257891.67080000002,617072.2708,124014.132966
LEVEL 09,2 COLOUMNS-TIMBER,TIMBER - STRUCTURAL,58921.7472,87.0336,62490.124800000005,149523.72480000003,30050.091072
LEVEL 09,2 COLUMNS - CONC,Concrete,21610.77886647455,9.928914505283382,6384.292026897215,5957.348703170029,4105.5495531219985
LEVEL 09,2 COLUMNS - CONC,Reinforcement Bar,3195.621133525452,0.40708549471661826,9267.30128722381,9267.30128722381,6359.286055715649
LEVEL 09,2 SLABS - CONC,Concrete,81687.17614876606,35.07166831194472,22551.082724580454,21043.000987166834,14501.934938479764
